playerid,BBrefMinorsID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,firstname,lastname,nameNote,nameGiven,nameNick,weight,Height,bats,throws,debutYear,finalGame,college,lahmanID,MlbID,SeamheadsRetroID,holtzID,BBrefMLBid,Ethnicity,Arm Slot
93626,2093626,,,1974.0,6.0,9.0,South Korea,,,,,,,,,Dae-jin,Lee,,,,183.0,71.0,R,R,,,,93626,,,,,Asian,
88376,2088376,,,1964.0,12.0,10.0,South Korea,,,,,,,,,Tae-gu,Yeo,,,,,,L,L,,,인하대,88376,,,,,Asian,
69032,2069032,,,1990.0,10.0,14.0,Venezuela,,,,,,,,,William,Cuevas,,,,216.0,74.0,S,R,,,,69032,,,,,Hispanic,
99543,2099543,,,1976.0,12.0,23.0,South Korea,,,,,,,,,Sung-hwan,Cho,,,Captain Jo,179.0,71.0,R,R,,,원광대,99543,,,,,Asian,
76313,2076313,,,1987.0,7.0,28.0,South Korea,,,,,,,,,Jae-gyun,Hwang,,,,212.0,72.0,R,R,,,,76313,,,,,Asian,
94330,2094330,,,1971.0,3.0,31.0,South Korea,,,,,,,,,Sang-deok,Choi,,,,216.0,74.0,R,R,,,홍익대,94330,,,,,Asian,
92202,2092202,,,1969.0,10.0,28.0,South Korea,,,,,,,,,Myeong-cheol,Kwon,,,,198.0,72.0,R,R,,,인하대,92202,,,,,Asian,
86470,2086470,,,1962.0,9.0,25.0,South Korea,,,,,,,,,Jun,Sung,,,,159.0,71.0,L,L,,,한양대,86470,,,,,Asian,
88510,2088510,,,1966.0,1.0,14.0,South Korea,,,,,,,,,Eung-guk,Kim,,,,212.0,73.0,L,L,,,고려대,88510,,,,,Asian,
73113,2073113,,,1984.0,3.0,31.0,South Korea,,,,,,,,,Kyeong-su,Park,,,,176.0,70.0,R,R,,,,73113,,,,,Asian,
97230,2097230,,,1974.0,5.0,21.0,South Korea,,,,,,,,,Kyung-pil,Lee,,,,187.0,73.0,R,R,,,한양대,97230,,,,,Asian,
99724,2099724,,,1965.0,9.0,27.0,United States,,,,,,,,,Dan,Rohrmeier,,,,194.0,72.0,R,R,,,,99724,,,,,Caucasian,
89475,2089475,,,1964.0,2.0,25.0,South Korea,,,,,,,,,Ki-woong,Kang,,,,159.0,68.0,R,R,,,영남대,89475,,,,,Asian,
94629,2094629,,,1976.0,2.0,8.0,South Korea,,,,,,,,,Ho-jun,Lee,,,,209.0,74.0,R,R,,,,94629,,,,,Asian,
82174,2082174,,,1956.0,6.0,1.0,South Korea,,,,,,,,,Seung-an,Yu,,,,192.0,71.0,R,R,,,,82174,,,,,Asian,
66740,2066740,,,1989.0,2.0,23.0,Dominican Republic,,,,,,,,,Willin,Rosario,,,,220.0,71.0,R,R,,,,66740,,,,,Hispanic,
53123,2053123,,,1993.0,10.0,14.0,United States,,,,,,,,,Austin,Dean,,,,214.0,72.0,R,R,,,,53123,,,,,Caucasian,
54443,2054443,,,1996.0,11.0,2.0,Dominican Republic,,,,,,,,,Denyi,Reyes,,,,249.0,78.0,R,R,,,,54443,,,,,Hispanic,
91470,2091470,,,1972.0,12.0,14.0,South Korea,,,,,,,,,Dong-ju,Shin,,,,183.0,72.0,R,R,,,,91470,,,,,Asian,
93817,2093817,,,1971.0,3.0,9.0,South Korea,,,,,,,,,Young-jae,Sung,,,,198.0,73.0,R,R,,,인하대,93817,,,,,Asian,
98420,2098420,,,1974.0,4.0,20.0,South Korea,,,,,,,,,Dong-woo,Kang,,,,172.0,70.0,L,L,,,단국대,98420,,,,,Asian,
68220,2068220,,,1999.0,5.0,28.0,South Korea,,,,,,,,,Been,Gwak,,,,209.0,74.0,R,R,,,,68220,,,,,Asian,
77623,2077623,,,1979.0,3.0,16.0,South Korea,,,,,,,,,Hee-seop,Choi,,,Big Choi,271.0,76.0,L,L,,,고려대,77623,,,,,Asian,
60263,2060263,,,1990.0,10.0,4.0,South Korea,,,,,,,,,Jae-hak,Lee,,,,185.0,71.0,R,R,,,,60263,,,,,Asian,
93728,2093728,,,1974.0,8.0,10.0,South Korea,,,,,,,,,Jang-jin,Noh,,,,201.0,70.0,R,R,,,,93728,,,,,Asian,
95208,2095208,,,1977.0,1.0,20.0,South Korea,,,,,,,,,Soo-keun,Jung,,,,172.0,70.0,L,L,,,,95208,,,,,Asian,
78288,2078288,,,1989.0,8.0,27.0,South Korea,,,,,,,,,Jae-hun,Choi,,,,207.0,70.0,R,R,,,,78288,,,,,Asian,
73339,2073339,,,1980.0,6.0,18.0,South Korea,,,,,,,,,Jong-wook,Lee,,,,172.0,69.0,L,L,,,영남대,73339,,,,,Asian,
69748,2069748,,,1989.0,2.0,28.0,United States,,,,,,,,,Chadwick,Bell,,,,198.0,75.0,R,L,,,,69748,,,,,Caucasian,
85172,2085172,,,1963.0,2.0,25.0,South Korea,,,,,,,,,Deog-kyu,Yun,,,,181.0,70.0,L,L,,,,85172,,,,,Asian,
67263,2067263,,,1994.0,12.0,21.0,South Korea,,,,,,,,,Won-jun,Choi,,,,201.0,72.0,R,R,,,동국대,67263,,,,,Asian,
85210,2085210,,,1962.0,8.0,18.0,South Korea,,,,,,,,,Hyung-seok,Kim,,,,214.0,73.0,L,L,,,중앙대,85210,,,,,Asian,
83260,2083260,,,1960.0,5.0,5.0,South Korea,,,,,,,,,Ho-yeon,Jang,,,,181.0,69.0,R,R,,,동국대,83260,,,,,Asian,
60841,2060841,,,1991.0,8.0,13.0,South Korea,,,,,,,,,Jong-hoon,Park,,,,198.0,73.0,R,R,,,,60841,,,,,Asian,
68419,2068419,,,1995.0,1.0,22.0,South Korea,,,,,,,,,Chae-heung,Choi,,,,214.0,73.0,L,L,,,한양대,68419,,,,,Asian,
79644,2079644,,,1975.0,4.0,21.0,Dominican Republic,,,,,,,,,Aquilino,Lopez,,,,185.0,75.0,R,R,,,,79644,,,,,Hispanic,
65103,2065103,,,1988.0,1.0,18.0,Dominican Republic,,,,,,,,,Luis,Jimenez,,,,203.0,73.0,R,R,,,,65103,,,,,Hispanic,
69652,2069652,,,1990.0,7.0,6.0,United States,,,,,,,,,Preston,Tucker,,,,209.0,72.0,L,L,,,,69652,,,,,Caucasian,
50923,2050923,,,1991.0,1.0,14.0,United States,,,,,,,,,Aaron,Altherr,,,,214.0,77.0,R,R,,,,50923,,,,,Caucasian,
94310,2094310,,,1971.0,3.0,10.0,South Korea,,,,,,,,,Soong-yong,Lee,,,Captain,216.0,73.0,L,L,,,경희대,94310,,,,,Asian,
84510,2084510,,,1961.0,4.0,28.0,South Korea,,,,,,,,,Min-ho,Kim,,,,181.0,72.0,L,L,,,동국대,84510,,,,,Asian,
98330,2098330,,,1979.0,8.0,20.0,South Korea,,,,,,,,,Soo-kyung,Kim,,,,198.0,72.0,R,R,,,,98330,,,,,Asian,
63991,2063991,,,1990.0,2.0,12.0,South Korea,,,,,,,,,Jin-woo,Park,,,,183.0,71.0,R,R,,,건국대,63991,,,,,Asian,
73801,2073801,,,1984.0,3.0,17.0,South Korea,,,,,,,,,Eun-beom,Song,,,,205.0,72.0,R,R,,,,73801,,,,,Asian,
90853,2090853,,,1971.0,4.0,25.0,South Korea,,,,,,,,,Sang-mok,Lee,,,,176.0,74.0,R,R,,,,90853,,,,,Asian,
77591,2077591,,,1980.0,6.0,29.0,South Korea,,,,,,,,,Seung-jun,Song,,,,234.0,72.0,R,R,,,,77591,,,,,Asian,
95318,2095318,,,1972.0,5.0,21.0,South Korea,,,,,,,,,Jae-young,Wee,,,,185.0,72.0,R,R,,,인하대,95318,,,,,Asian,
78640,2078640,,,1977.0,5.0,24.0,South Korea,,,,,,,,,Jae-eung,Seo,,,,214.0,71.0,R,R,,,인하대,78640,,,,,Asian,
65056,2065056,,,1996.0,10.0,4.0,South Korea,,,,,,,,,Sang-baek,Eom,,,,159.0,74.0,R,R,,,,65056,,,,,Asian,
94511,2094511,,,1969.0,6.0,17.0,South Korea,,,,,,,,,Soo-hyeok,Im,,,,198.0,73.0,R,R,,,고려대,94511,,,,,Asian,
51136,2051136,,,1992.0,9.0,11.0,United States,,,,,,,,,Andrew,Suarez,,,,194.0,73.0,L,L,,,,51136,,,,,Caucasian,
99606,2099606,,,1980.0,6.0,27.0,South Korea,,,,,,,,,Seong-hun,Jeong,,,,183.0,72.0,R,R,,,,99606,,,,,Asian,
68730,2068730,,,1989.0,5.0,18.0,United States,,,,,,,,,Jared,Hoying,,,,203.0,75.0,L,R,,,,68730,,,,,Caucasian,
71845,2071845,,,1982.0,4.0,25.0,South Korea,,,,,,,,,Byung-yong,Chae,,,,220.0,73.0,R,R,,,,71845,,,,,Asian,
97126,2097126,,,1974.0,12.0,15.0,South Korea,,,,,,,,,Mun-seok,Jang,,,,207.0,72.0,R,R,,,동아대,97126,,,,,Asian,
65320,2065320,,,1997.0,1.0,7.0,South Korea,,,,,,,,,Won-tae,Choi,,,,229.0,72.0,R,R,,,,65320,,,,,Asian,
86312,2086312,,,1964.0,3.0,5.0,South Korea,,,,,,,,,Dong-ki,Kim,,,,,,R,R,,,인하대,86312,,,,,Asian,
79608,2079608,,,1990.0,7.0,2.0,South Korea,,,,,,,,,Chi-hong,An,,,,214.0,70.0,R,R,,,,79608,,,,,Asian,
71260,2071260,,,1980.0,2.0,9.0,South Korea,,,,,,,,,Jae-woo,Lee,,,,181.0,72.0,R,R,,,탐라대,71260,,,,,Asian,
99137,2099137,,,1976.0,8.0,23.0,South Korea,,,,,,,,,Seung-ho,Lee,,,,201.0,74.0,L,L,,,단국대,99137,,,,,Asian,
89511,2089511,,,1966.0,8.0,6.0,South Korea,,,,,,,,,Chung-soo,Kim,,,,,,R,R,,,동아대,89511,,,,,Asian,
76249,2076249,,,1987.0,3.0,10.0,South Korea,,,,,,,,,Byeong-heon,Min,,,,192.0,70.0,R,R,,,,76249,,,,,Asian,
99445,2099445,,,1980.0,3.0,9.0,South Korea,,,,,,,,,Oh-joon,Kwon,,,,176.0,72.0,R,R,,,,99445,,,,,Asian,
99639,2099639,,,1977.0,2.0,12.0,South Korea,,,,,,,,,Dong-hun,Yu,,,,192.0,72.0,R,R,,,성균관대,99639,,,,,Asian,
52637,2052637,,,1989.0,12.0,26.0,United States,,,,,,,,,Sean,Nolin,,,,249.0,76.0,L,L,,,,52637,,,,,Caucasian,
90313,2090313,,,1968.0,4.0,5.0,South Korea,,,,,,,,,Kyung-ki,Kim,,,Mr.Incheon,201.0,73.0,R,R,,,고려대,90313,,,,,Asian,
61323,2061323,,,1993.0,1.0,28.0,South Korea,,,,,,,,,Tae-yang,Lee,,,,181.0,72.0,L,R,,,,61323,,,,,Asian,
89778,2089778,,,1967.0,12.0,7.0,South Korea,,,,,,,,,Seok-chun,Kang,,,,192.0,73.0,R,R,,,인하대,89778,,,,,Asian,
95459,2095459,,,1972.0,7.0,19.0,South Korea,,,,,,,,,Seok-jin,Park,,,,176.0,70.0,R,R,,,단국대,95459,,,,,Asian,
70410,2070410,,,1981.0,3.0,25.0,South Korea,,,,,,,,,Joo-chan,Kim,,,,209.0,72.0,R,R,,,,70410,,,,,Asian,
66291,2066291,,,1997.0,11.0,1.0,South Korea,,,,,,,,,Young-ha,Lee,,,,201.0,76.0,R,R,,,,66291,,,,,Asian,
86612,2086612,,,1962.0,7.0,24.0,South Korea,,,,,,,,,Jung-soo,Kim,,,,192.0,72.0,L,L,,,연세대,86612,,,,,Asian,
92401,2092401,,,1969.0,10.0,22.0,South Korea,,,,,,,,,Tae-han,Kim,,,,192.0,71.0,L,L,,,계명대,92401,,,,,Asian,
96345,2096345,,,1973.0,3.0,13.0,South Korea,,,,,,,,,Won-ho,Choi,,,,194.0,72.0,R,R,,,단국대,96345,,,,,Asian,
88374,2088374,,,1967.0,3.0,2.0,South Korea,,,,,,,,,Won-keun,Won,,,,,,L,R,,,경희대,88374,,,,,Asian,
70626,2070626,,,1978.0,1.0,16.0,South Korea,,,,,,,,,Se-wahn,Hong,,,,187.0,72.0,R,R,,,성균관대,70626,,,,,Asian,
94450,2094450,,,1971.0,10.0,30.0,South Korea,,,,,,,,,Han-soo,Kim,,,,207.0,74.0,R,R,,,중앙대,94450,,,,,Asian,
78232,2078232,,,1977.0,9.0,4.0,South Korea,,,,,,,,,Sun-woo,Kim,,,Sunny,194.0,72.0,R,R,,,고려대,78232,,,,,Asian,
90850,2090850,,,1967.0,4.0,9.0,South Korea,,,,,,,,,Tae-il,Lee,,,,,,R,R,,,영남대,90850,,,,,Asian,
61101,2061101,,,1992.0,11.0,20.0,South Korea,,,,,,,,,Chan-gyu,Im,,,,176.0,73.0,R,R,,,,61101,,,,,Asian,
52630,2052630,,,1992.0,9.0,6.0,Dominican Republic,,,,,,,,,Socrates,Brito,,,,205.0,74.0,L,L,,,,52630,,,,,Hispanic,
82122,2082122,,,1959.0,7.0,15.0,South Korea,,,,,,,,,Gil-hwan,Lee,,,,,,R,R,,,연세대,82122,,,,,Asian,
97202,2097202,,,1974.0,5.0,8.0,South Korea,,,,,,,,,Kab-yong,Jin,,,,198.0,72.0,R,R,,,고려대,97202,,,,,Asian,
72641,2072641,,,1983.0,3.0,7.0,South Korea,,,,,,,,,Jin-woo,Kim,,,,243.0,76.0,R,R,,,,72641,,,,,Asian,
68743,2068743,,,2000.0,1.0,17.0,South Korea,,,,,,,,,Eun-won,Jung,,,,181.0,70.0,L,R,,,,68743,,,,,Asian,
73228,2073228,,,1984.0,10.0,14.0,South Korea,,,,,,,,,Byung-doo,Jeon,,,,170.0,71.0,L,L,,,,73228,,,,,Asian,
98144,2098144,,,1975.0,5.0,25.0,South Korea,,,,,,,,,In-sung,Jo,,,,243.0,72.0,R,R,,,연세대,98144,,,,,Asian,
53827,2053827,,,1991.0,1.0,31.0,Cuba,,,,,,,,,Guillermo,Heredia,,,,194.0,70.0,R,L,,,,53827,,,,,Hispanic,
51234,2051234,,,1994.0,5.0,3.0,United States,,,,,,,,,Walker,Lockett,,,,225.0,77.0,R,R,,,,51234,,,,,Caucasian,
70224,2070224,,,1978.0,1.0,12.0,South Korea,,,,,,,,,Bong-kyu,Kang,,,,194.0,72.0,R,R,,,고려대,70224,,,,,Asian,
62869,2062869,,,1989.0,11.0,28.0,South Korea,,,,,,,,,Seung-won,Moon,,,,194.0,71.0,R,R,,,고려대,62869,,,,,Asian,
65764,2065764,,,1995.0,7.0,25.0,South Korea,,,,,,,,,Min-woo,Kim,,,,271.0,73.0,R,R,,,,65764,,,,,Asian,
86724,2086724,,,1961.0,2.0,27.0,South Korea,,,,,,,,,Kang-don,Lee,,,,196.0,69.0,L,L,,,건국대,86724,,,,,Asian,
79365,2079365,,,1990.0,4.0,7.0,South Korea,,,,,,,,,Dong-won,Park,,,,203.0,70.0,R,R,,,,79365,,,,,Asian,
62895,2062895,,,1989.0,8.0,9.0,South Korea,,,,,,,,,Yu-seom,Han,,,,231.0,75.0,L,R,,,경성대,62895,,,,,Asian,
71552,2071552,,,1983.0,2.0,15.0,South Korea,,,,,,,,,Jun-seok,Choi,,,,287.0,74.0,R,R,,,,71552,,,,,Asian,
94126,2094126,,,1975.0,5.0,15.0,South Korea,,,,,,,,,Yoon-ho,Shin,,,,220.0,72.0,R,R,,,,94126,,,,,Asian,
89331,2089331,,,1967.0,2.0,22.0,South Korea,,,,,,,,,Jun-tae,Park,,,,165.0,68.0,R,R,,,동국대,89331,,,,,Asian,
75334,2075334,,,1986.0,10.0,29.0,South Korea,,,,,,,,,Jae-il,Oh,,,,209.0,74.0,L,L,,,,75334,,,,,Asian,
71118,2071118,,,1983.0,1.0,12.0,South Korea,,,,,,,,,Dong-hyeon,Lee,,,,216.0,76.0,R,R,,,,71118,,,,,Asian,
69102,2069102,,,2000.0,7.0,19.0,South Korea,,,,,,,,,Bo-gyeong,Moon,,,,194.0,72.0,L,R,,,,69102,,,,,Asian,
67143,2067143,,,1998.0,12.0,2.0,South Korea,,,,,,,,,Ju-young,Son,,,,209.0,75.0,L,L,,,,67143,,,,,Asian,
51967,2051967,,,1992.0,9.0,6.0,United States,,,,,,,,,Wes,Parsons,,,,205.0,77.0,R,R,,,,51967,,,,,Caucasian,
74206,2074206,,,1985.0,3.0,21.0,South Korea,,,,,,,,,Jae-ho,Kim,,,,165.0,71.0,R,R,,,,74206,,,,,Asian,
63111,2063111,,,1983.0,5.0,30.0,South Korea,,,,,,,,,Je-kuk,Ryu,,,,231.0,75.0,R,R,,,,63111,,,,,Asian,
72214,2072214,,,1984.0,2.0,8.0,South Korea,,,,,,,,,Yeong-min,Ko,,,,161.0,72.0,R,R,,,,72214,,,,,Asian,
88274,2088274,,,1956.0,10.0,15.0,Japan,,,,,,,,,Jae-park,Song,,,,172.0,71.0,R,R,,,,88274,,,,,Asian,
65516,2065516,,,1996.0,9.0,29.0,South Korea,,,,,,,,,Je-seong,Bae,,,,198.0,75.0,L,R,,,,65516,,,,,Asian,
79231,2079231,,,1990.0,10.0,7.0,South Korea,,,,,,,,,Soo-bin,Jeong,,,,154.0,69.0,L,L,,,,79231,,,,,Asian,
86660,2086660,,,1964.0,3.0,28.0,South Korea,,,,,,,,,Chae-geun,Jang,,,,236.0,72.0,R,R,,,성균관대,86660,,,,,Asian,
91848,2091848,,,1972.0,7.0,5.0,South Korea,,,,,,,,,Won-hyong,Kim,,,,165.0,70.0,R,R,,,,91848,,,,,Asian,
88110,2088110,,,1965.0,10.0,19.0,South Korea,,,,,,,,,Sang-ho,Kim,,,,185.0,71.0,R,R,,,계명대,88110,,,,,Asian,
72860,2072860,,,1981.0,8.0,21.0,South Korea,,,,,,,,,Dae-soo,Lee,,,,165.0,69.0,R,R,,,,72860,,,,,Asian,
87630,2087630,,,1964.0,4.0,12.0,South Korea,,,,,,,,,Chul-woo,Park,,,,201.0,71.0,L,L,,,동국대,87630,,,,,Asian,
67935,2067935,,,1987.0,9.0,23.0,United States,,,,,,,,,Xavier,Scruggs,,,,216.0,72.0,R,R,,,,67935,,,,,Caucasian,
73211,2073211,,,1984.0,3.0,11.0,South Korea,,,,,,,,,Kyeong-eun,Noh,,,,220.0,74.0,R,R,,,,73211,,,,,Asian,
74857,2074857,,,1985.0,6.0,1.0,South Korea,,,,,,,,,Woo-ram,Jung,,,,183.0,71.0,L,L,,,,74857,,,,,Asian,
77463,2077463,,,1982.0,10.0,11.0,South Korea,,,,,,,,,Tae-in,Chae,,,,207.0,74.0,L,L,,,,77463,,,,,Asian,
76240,2076240,,,1981.0,5.0,6.0,South Korea,,,,,,,,,Jae-hoon,Jung,,,,176.0,71.0,R,R,,,단국대,76240,,,,,Asian,
62415,2062415,,,1990.0,2.0,24.0,South Korea,,,,,,,,,Hae-min,Park,,,,165.0,71.0,L,R,,,한양대,62415,,,,,Asian,
96503,2096503,,,1973.0,6.0,3.0,South Korea,,,,,,,,,Dae-ik,Kim,,,,209.0,70.0,L,L,,,경성대,96503,,,,,Asian,
99245,2099245,,,1980.0,6.0,19.0,South Korea,,,,,,,,,Ja-un,Ku,,,,209.0,72.0,R,R,,,,99245,,,,,Asian,
67650,2067650,,,1984.0,6.0,12.0,Netherlands,,,,,,,,,Roger,Bernadina,,,,209.0,74.0,L,L,,,,67650,,,,,Caucasian,
95518,2095518,,,1972.0,9.0,12.0,South Korea,,,,,,,,,Hyun-seung,Park,,,,185.0,70.0,R,R,,,동아대,95518,,,,,Asian,
92207,2092207,,,1970.0,2.0,13.0,South Korea,,,,,,,,,Kyung-hyun,An,,,,181.0,72.0,R,R,,,연세대,92207,,,,,Asian,
74846,2074846,,,1981.0,7.0,21.0,South Korea,,,,,,,,,Jung-kwon,Park,,,,212.0,74.0,L,L,,,동국대,74846,,,,,Asian,
64646,2064646,,,1995.0,6.0,5.0,South Korea,,,,,,,,,Chan-ho,Park,,,,159.0,70.0,R,R,,,,64646,,,,,Asian,
53825,2053825,,,1988.0,8.0,1.0,Cuba,,,,,,,,,Roenis,Elias,,,,203.0,73.0,L,L,,,,53825,,,,,Hispanic,
78629,2078629,,,1985.0,5.0,19.0,South Korea,,,,,,,,,Ji-wahn,Na,,,,231.0,72.0,R,R,,,단국대,78629,,,,,Asian,
62931,2062931,,,1989.0,7.0,15.0,South Korea,,,,,,,,,Jin-hyuk,Roh,,,,176.0,72.0,L,R,,,성균관대,62931,,,,,Asian,
72351,2072351,,,1979.0,3.0,17.0,South Korea,,,,,,,,,Yong-jun,Cho,,,,159.0,69.0,R,R,,,연세대,72351,,,,,Asian,
85130,2085130,,,1962.0,1.0,5.0,South Korea,,,,,,,,,Heung-sik,Park,,,,176.0,68.0,L,L,,,한양대,85130,,,,,Asian,
76858,2076858,,,1983.0,7.0,13.0,South Korea,,,,,,,,,Hee-soo,Park,,,,194.0,72.0,L,L,,,동국대,76858,,,,,Asian,
71207,2071207,,,1978.0,12.0,18.0,South Korea,,,,,,,,,Won-seop,Kim,,,,181.0,71.0,L,R,,,단국대,71207,,,,,Asian,
93494,2093494,,,1973.0,3.0,24.0,South Korea,,,,,,,,,Dong-soo,Lee,,,,220.0,72.0,R,R,,,,93494,,,,,Asian,
68435,2068435,,,1987.0,11.0,13.0,United States,,,,,,,,,Tim,Adleman,,,,225.0,77.0,R,R,,,,68435,,,,,Caucasian,
90250,2090250,,,1968.0,1.0,29.0,South Korea,,,,,,,,,Hyung-seok,Lim,,,,,,R,R,,,한양대,90250,,,,,Asian,
82617,2082617,,,1959.0,11.0,1.0,South Korea,,,,,,,,,Jong-mo,Kim,,,,172.0,70.0,R,R,,,영남대,82617,,,,,Asian,
76746,2076746,,,1984.0,1.0,27.0,South Korea,,,,,,,,,Tae-wahn,Kim,,,,265.0,75.0,R,R,,,성균관대,76746,,,,,Asian,
66244,2066244,,,1986.0,1.0,30.0,United States,,,,,,,,,Nick,Evans,,,,231.0,74.0,R,R,,,,66244,,,,,Caucasian,
93225,2093225,,,1975.0,5.0,24.0,South Korea,,,,,,,,,Do-hyung,Lee,,,,225.0,72.0,R,R,,,,93225,,,,,Asian,
93242,2093242,,,1969.0,3.0,19.0,South Korea,,,,,,,,,Min-ho,Kim,,,,179.0,71.0,R,R,,,계명대,93242,,,,,Asian,
79240,2079240,,,1990.0,8.0,26.0,South Korea,,,,,,,,,Kyeong-min,Heo,,,,152.0,69.0,R,R,,,,79240,,,,,Asian,
67450,2067450,,,1986.0,7.0,28.0,United States,,,,,,,,,Darin,Ruf,,,,249.0,75.0,R,R,,,,67450,,,,,Caucasian,
50458,2050458,,,2001.0,3.0,8.0,South Korea,,,,,,,,,Ji-chan,Kim,,,,141.0,64.0,L,R,,,,50458,,,,,Asian,
83371,2083371,,,1956.0,3.0,26.0,South Korea,,,,,,,,,Ho-gyun,Lim,,,,,,R,R,,,동아대,83371,,,,,Asian,
54944,2054944,,,1991.0,3.0,26.0,United States,,,,,,,,,Matt,Davidson,,,,229.0,75.0,R,R,,,,54944,,,,,Caucasian,
71504,2071504,,,1978.0,8.0,6.0,South Korea,,,,,,,,,Myeong-cheol,Shin,,,,170.0,71.0,R,R,,,연세대,71504,,,,,Asian,
71857,2071857,,,1982.0,7.0,20.0,South Korea,,,,,,,,,Jae-sang,Park,,,,187.0,70.0,L,L,,,,71857,,,,,Asian,
64166,2064166,,,1995.0,6.0,12.0,South Korea,,,,,,,,,Jeong-dae,Bae,,,,176.0,73.0,R,R,,,,64166,,,,,Asian,
63248,2063248,,,1995.0,1.0,13.0,South Korea,,,,,,,,,Deok-ju,Ham,,,,172.0,71.0,L,L,,,,63248,,,,,Asian,
71837,2071837,,,1982.0,9.0,13.0,South Korea,,,,,,,,,Kang-min,Kim,,,Beast,192.0,72.0,R,R,,,,71837,,,,,Asian,
71801,2071801,,,1978.0,11.0,10.0,South Korea,,,,,,,,,Dae-hyun,Jung,,,,234.0,72.0,R,R,,,경희대,71801,,,,,Asian,
64430,2064430,,,1983.0,1.0,2.0,United States,,,,,,,,,John,Martin,,,,223.0,76.0,R,R,,,,64430,,,,,Caucasian,
91006,2091006,,,1968.0,6.0,23.0,South Korea,,,,,,,,,Koo-hong,Song,,,,172.0,72.0,R,R,,,건국대,91006,,,,,Asian,
88750,2088750,,,1964.0,8.0,1.0,South Korea,,,,,,,,,Jung-soon,Jang,,,,,,R,R,,,경성대,88750,,,,,Asian,
60594,2060594,,,1982.0,10.0,4.0,United States,,,,,,,,,Ryan,Sadowski,,,,194.0,76.0,R,R,,,,60594,,,,,Caucasian,
77860,2077860,,,1974.0,11.0,22.0,United States,,,,,,,,,Kenneth,Rayborn,,,,223.0,75.0,R,R,,,,77860,,,,,Caucasian,
65005,2065005,,,1983.0,10.0,21.0,Dominican Republic,,,,,,,,,Andy,Marte,,,,205.0,73.0,R,R,,,,65005,,,,,Hispanic,
91153,2091153,,,1972.0,4.0,25.0,South Korea,,,,,,,,,Tae-hyung,Kim,,,,,,L,L,,,,91153,,,,,Asian,
85571,2085571,,,1962.0,11.0,14.0,South Korea,,,,,,,,,Young-jun,Han,,,,163.0,67.0,R,R,,,고려대,85571,,,,,Asian,
67119,2067119,,,1998.0,8.0,6.0,South Korea,,,,,,,,,Woo-suk,Go,,,,198.0,72.0,R,R,,,,67119,,,,,Asian,
52009,2052009,,,1994.0,7.0,20.0,United States,,,,,,,,,Anthony,Alford,,,,209.0,73.0,R,R,,,,52009,,,,,Caucasian,
78813,2078813,,,1985.0,5.0,8.0,South Korea,,,,,,,,,Chang-min,Mo,,,,196.0,74.0,R,R,,,성균관대,78813,,,,,Asian,
76329,2076329,,,1983.0,10.0,11.0,South Korea,,,,,,,,,Hyun-seung,Lee,,,,192.0,70.0,L,L,,,인하대,76329,,,,,Asian,
79402,2079402,,,1990.0,3.0,23.0,South Korea,,,,,,,,,Sang-su,Kim,,,,150.0,69.0,R,R,,,,79402,,,,,Asian,
97815,2097815,,,1974.0,10.0,20.0,South Korea,,,,,,,,,Sang-min,Oh,,,,190.0,72.0,L,L,,,성균관대,97815,,,,,Asian,
62363,2062363,,,1993.0,6.0,25.0,South Korea,,,,,,,,,Hyeon-hui,Han,,,,216.0,72.0,R,R,,,,62363,,,,,Asian,
67948,2067948,,,1985.0,1.0,16.0,United States,,,,,,,,,Jeff,Manship,,,,209.0,74.0,R,R,,,,67948,,,,,Caucasian,
78595,2078595,,,1975.0,10.0,29.0,Mexico,,,,,,,,,Karim,Gracia,,,Mexican Seagull,220.0,72.0,L,L,,,,78595,,,,,Hispanic,
50506,2050506,,,1992.0,2.0,22.0,Venezuela,,,,,,,,,Dixon,Machado,,,,201.0,73.0,R,R,,,,50506,,,,,Hispanic,
98451,2098451,,,1980.0,2.0,20.0,South Korea,,,,,,,,,Jin-woong,Kim,,,,185.0,72.0,R,R,,,,98451,,,,,Asian,
94836,2094836,,,1971.0,4.0,8.0,South Korea,,,,,,,,,Won-woo,Cho,,,,181.0,70.0,R,R,,,고려대,94836,,,,,Asian,
63963,2063963,,,1990.0,12.0,30.0,South Korea,,,,,,,,,Hui-dong,Kwon,,,,187.0,70.0,R,R,,,경남대,63963,,,,,Asian,
97709,2097709,,,1974.0,6.0,30.0,South Korea,,,,,,,,,Jae-ho,Baek,,,,181.0,70.0,R,R,,,동국대,97709,,,,,Asian,
92403,2092403,,,1968.0,7.0,8.0,South Korea,,,,,,,,,Bong-ok,Oh,,,,212.0,72.0,R,R,,,,92403,,,,,Asian,
77248,2077248,,,1985.0,2.0,9.0,South Korea,,,,,,,,,Jae-won,Oh,,,,165.0,73.0,L,R,,,경희대,77248,,,,,Asian,
51907,2051907,,,2002.0,7.0,30.0,South Korea,,,,,,,,,Ju-won,Kim,,,,183.0,73.0,S,R,,,,51907,,,,,Asian,
96224,2096224,,,1973.0,6.0,10.0,South Korea,,,,,,,,,Ki-moon,Choi,,,,194.0,72.0,S,R,,,원광대,96224,,,,,Asian,
